Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level
40,Female,Manager,7765,2,4,6.7,5,156.7,6,0,0,3,0
33,Female,Software Engineer,6254,3,2,4.4,5,210.1,7,4,0,3,1
40,Female,HR Specialist,9677,4,2,1.9,5,178.9,11,9,6,2,1
35,Male,Data Scientist,8203,2,3,2.3,4,186.0,2,1,4,2,0
49,Female,Data Scientist,8363,4,3,9.2,6,190.9,2,1,3,3,0
39,Male,HR Specialist,10401,4,3,6.2,4,225.4,14,3,5,3,0
25,Male,Data Scientist,4322,3,2,16.1,6,161.7,0,0,5,4,0
44,Male,Manager,7235,3,3,23.5,5,208.7,17,7,5,2,2
36,Male,Sales Executive,9612,4,3,23.7,3,173.9,6,3,1,1,0
42,Male,Analyst,7191,4,3,11.6,7,175.3,9,8,5,3,1
37,Female,Sales Executive,6733,3,3,3.5,2,156.6,4,0,0,4,0
28,Male,Sales Executive,7293,3,3,3.7,7,194.6,4,4,5,3,1
28,Male,Sales Executive,9238,4,2,12.5,7,185.3,6,1,3,4,0
32,Female,Sales Executive,7005,4,3,4.0,2,131.2,9,7,5,2,1
35,Male,HR Specialist,8852,3,3,6.0,8,157.6,13,3,3,3,0
42,Female,Data Scientist,11567,3,3,14.8,3,167.9,6,6,4,2,1
39,Female,Data Scientist,6339,1,1,5.3,3,177.5,10,10,0,2,2
28,Female,Analyst,5563,2,3,18.3,4,152.8,0,0,5,2,0
47,Female,Manager,9740,2,2,12.2,4,151.6,20,9,3,1,2
27,Female,Data Scientist,6416,2,2,22.5,3,137.7,7,6,1,4,2
36,Male,Analyst,8123,4,2,1.9,3,138.2,5,4,0,4,0
32,Female,Software Engineer,7646,4,3,11.5,5,185.3,11,5,4,3,1
45,Male,Sales Executive,10459,3,2,5.4,5,168.3,22,15,6,4,2
20,Female,HR Specialist,6150,3,4,4.1,5,195.5,0,0,0,2,0
34,Female,Software Engineer,9215,3,4,6.9,4,199.6,4,3,1,2,0
36,Male,Sales Executive,10900,3,4,13.1,7,155.8,9,3,2,5,0
28,Male,Manager,5555,3,2,12.5,4,170.0,2,0,6,3,0
39,Male,Sales Executive,7258,3,1,29.7,4,195.8,6,0,3,3,1
35,Female,Software Engineer,7557,3,3,4.7,5,167.2,6,0,0,2,0
20,Male,Data Scientist,4221,3,4,3.0,6,151.6,0,0,1,4,0
30,Female,Software Engineer,9972,4,3,5.8,8,144.0,0,0,1,2,0
47,Male,HR Specialist,10146,3,2,21.5,8,139.8,0,0,3,2,0
41,Male,Data Scientist,9013,3,3,8.7,6,166.5,0,0,3,2,0
26,Female,HR Specialist,6446,3,2,3.9,3,171.6,5,0,6,4,0
40,Male,HR Specialist,8116,3,1,37.6,5,172.3,16,7,4,2,2
36,Female,Analyst,7245,3,1,18.7,2,183.9,11,11,6,4,2
27,Female,Analyst,7440,2,2,6.1,5,139.8,0,0,5,3,0
35,Female,Data Scientist,7958,1,3,4.2,5,214.9,0,0,5,3,1
29,Female,Analyst,6400,3,4,19.2,5,170.9,0,0,5,3,0
45,Male,HR Specialist,7698,4,4,3.7,5,144.2,7,4,1,2,0
43,Male,Sales Executive,9080,4,2,5.6,8,144.1,17,4,2,3,0
36,Male,Analyst,9189,3,1,2.2,6,208.7,0,0,1,2,1
33,Female,Software Engineer,8994,2,2,2.3,5,163.8,2,1,6,3,1
31,Female,Manager,9452,3,3,2.9,7,199.6,9,8,2,4,1
40,Male,Data Scientist,7212,4,3,5.5,2,166.0,0,0,2,2,0
31,Male,Data Scientist,5654,3,2,1.0,2,177.9,6,0,5,4,0
42,Female,HR Specialist,7748,2,2,7.0,5,180.3,4,0,4,4,1
41,Female,Manager,10762,4,2,8.8,2,143.6,10,10,2,3,1
41,Male,Data Scientist,7659,4,4,6.2,3,146.0,12,2,2,2,0
27,Female,Analyst,9208,3,2,15.9,7,127.9,0,0,6,1,0
43,Female,Data Scientist,11092,4,3,10.2,6,138.2,15,13,3,3,2
20,Male,Analyst,7574,4,3,1.8,3,120.0,0,0,5,3,0
42,Female,Analyst,7536,1,2,4.6,5,194.2,7,0,6,5,1
36,Male,Manager,6862,1,1,14.8,5,181.2,11,7,2,5,2
31,Male,Manager,8562,3,3,14.5,8,124.7,7,2,6,1,0
21,Male,Software Engineer,4495,3,1,11.9,4,181.0,0,0,4,5,1
30,Male,Software Engineer,9611,3,4,10.2,2,179.9,7,2,5,2,0
43,Male,HR Specialist,7209,2,1,3.4,3,150.8,15,4,1,3,1
37,Male,Sales Executive,8302,3,1,16.7,4,201.9,3,0,5,4,1
39,Male,HR Specialist,10868,2,2,12.1,8,153.6,13,12,0,5,2
33,Male,Manager,9354,3,4,13.8,3,206.9,7,6,0,4,1
36,Female,HR Specialist,10209,3,2,1.0,5,162.7,0,0,0,3,0
31,Male,Sales Executive,10140,3,1,3.0,3,184.2,0,0,0,3,0
20,Female,Data Scientist,4740,2,4,19.6,5,165.3,0,0,4,2,0
43,Female,Data Scientist,10804,4,4,1.1,2,150.3,5,2,3,3,0
45,Female,Analyst,12466,3,3,7.4,7,191.4,18,12,3,4,2
33,Male,Software Engineer,9423,3,2,3.6,3,164.2,11,3,4,3,1
32,Female,Software Engineer,6825,2,4,24.9,4,139.9,11,11,3,3,2
41,Female,Software Engineer,8453,3,4,25.1,3,196.9,11,10,3,2,2
39,Female,Sales Executive,9490,1,1,7.8,4,153.3,19,10,4,3,2
31,Male,Sales Executive,7111,1,4,3.5,8,120.0,4,0,6,3,0
26,Male,HR Specialist,7782,4,2,13.4,8,168.2,0,0,5,1,0
32,Female,Sales Executive,7067,2,3,9.5,5,172.9,12,8,3,3,2
30,Female,Data Scientist,8800,2,3,9.2,5,175.2,5,0,5,4,0
33,Female,Data Scientist,8676,4,4,17.1,5,129.5,3,1,3,3,0
52,Female,Manager,7909,4,3,14.4,6,167.0,10,3,5,2,0
38,Male,Software Engineer,10579,3,4,10.7,7,163.1,2,2,4,3,0
28,Female,Sales Executive,7796,4,2,26.2,3,156.0,6,5,0,4,1
31,Female,Data Scientist,9492,3,1,1.4,8,137.0,6,3,6,2,1
32,Female,HR Specialist,8730,2,1,5.6,7,192.9,9,8,5,3,2
47,Male,Manager,11309,4,3,4.9,7,164.8,18,17,6,3,2
38,Male,Sales Executive,8135,3,3,10.8,4,178.6,14,5,5,2,1
25,Male,Manager,7327,1,3,6.1,3,211.3,4,4,2,2,2
33,Female,Analyst,6525,2,1,14.1,2,149.1,10,6,4,2,2
22,Female,Data Scientist,5931,4,3,13.5,3,133.7,2,2,4,5,0
31,Female,HR Specialist,8496,3,2,3.4,7,124.7,4,4,4,4,1
46,Female,Manager,8786,4,3,10.0,3,197.2,2,2,5,4,0
28,Female,Software Engineer,6145,4,2,2.7,8,143.2,1,0,4,3,0
35,Male,HR Specialist,7374,1,2,19.4,2,179.5,11,4,6,3,2
38,Male,HR Specialist,6990,3,4,7.0,7,246.0,17,16,6,1,2
28,Female,Software Engineer,4726,3,3,4.2,7,161.1,8,2,2,4,0
39,Male,Manager,7733,4,4,11.0,6,123.7,15,6,2,3,0
33,Male,Software Engineer,6915,3,4,7.6,2,199.1,11,4,2,1,1
25,Male,Software Engineer,6022,2,3,5.5,7,160.4,0,0,1,3,0
35,Female,Software Engineer,6509,3,3,6.4,3,212.0,3,3,1,3,1
35,Male,Data Scientist,7205,2,2,7.1,4,144.1,7,7,3,5,2
38,Female,Software Engineer,6511,2,1,12.0,6,121.9,5,0,0,5,1
33,Male,Data Scientist,9244,3,4,21.5,5,164.5,8,8,6,3,1
28,Male,Sales Executive,7149,1,2,10.1,2,190.9,6,5,0,2,2
39,Male,Sales Executive,7954,2,3,16.6,5,202.3,4,1,5,4,1
35,Female,Software Engineer,10480,3,1,4.7,6,226.9,6,4,5,1,1
33,Male,Manager,5493,1,4,18.7,5,178.0,8,2,6,4,1
29,Male,Software Engineer,6202,3,4,4.3,3,146.7,3,2,2,2,0
27,Male,Data Scientist,5957,1,3,16.5,4,182.9,5,5,0,3,2
37,Female,Software Engineer,9204,1,3,4.0,7,166.7,14,4,3,2,1
45,Male,Data Scientist,9299,2,3,18.0,4,147.3,2,0,3,3,0
24,Male,HR Specialist,4853,4,3,1.0,4,134.7,3,3,3,1,0
30,Female,Analyst,7805,2,2,6.7,2,158.6,8,4,5,2,1
34,Male,Software Engineer,10580,2,3,2.2,2,175.9,8,5,4,3,1
28,Male,Sales Executive,7256,3,2,6.3,4,190.6,2,2,6,4,1
29,Female,Analyst,7387,1,3,5.4,2,181.6,4,0,5,4,1
52,Male,Manager,9853,4,1,12.4,7,149.6,8,4,5,4,1
28,Male,Software Engineer,7853,2,3,15.5,2,175.4,4,0,4,5,0
30,Female,Software Engineer,8565,4,1,15.8,7,174.1,3,3,6,2,1
35,Male,Data Scientist,7607,4,1,3.5,2,154.5,7,1,4,2,0
45,Male,Software Engineer,11565,4,3,22.3,6,120.0,19,7,6,4,0
33,Female,Manager,6952,3,3,25.8,5,180.0,9,1,4,4,0
44,Female,Data Scientist,11907,4,1,7.3,5,179.6,19,15,1,4,2
40,Female,Software Engineer,10864,4,3,10.8,2,120.0,10,7,2,5,0
32,Female,Data Scientist,10092,4,3,15.0,8,205.5,6,0,6,4,0
30,Female,Sales Executive,9630,3,2,11.4,3,134.9,1,1,1,1,0
41,Male,Sales Executive,10410,4,3,6.6,7,206.9,4,1,0,5,0
39,Female,Sales Executive,9668,2,3,2.2,2,187.6,11,9,6,3,2
23,Female,Analyst,4135,4,3,8.1,6,152.2,3,0,0,2,0
30,Female,Manager,5412,3,1,10.9,3,140.2,9,8,0,5,2
27,Female,Sales Executive,5060,3,3,3.4,6,158.0,1,1,5,4,0
40,Female,Software Engineer,8958,2,3,20.9,8,142.2,13,3,2,3,1
33,Male,Data Scientist,5714,3,3,16.6,2,201.7,7,6,1,3,1
21,Male,Software Engineer,8099,4,3,13.1,2,137.1,1,0,4,2,0
40,Male,Data Scientist,9029,2,2,2.5,5,153.0,11,11,5,3,2
42,Male,HR Specialist,10734,4,3,1.8,8,213.0,1,1,1,1,0
35,Male,Data Scientist,6391,2,3,5.3,3,156.9,14,5,2,5,1
25,Male,Analyst,8273,2,4,6.9,2,183.4,1,0,2,3,0
30,Female,Software Engineer,7762,3,1,2.4,2,174.1,4,2,2,2,1
35,Female,Analyst,8551,3,3,13.1,6,176.7,5,0,0,5,0
44,Male,Data Scientist,9499,1,1,19.7,8,250.0,1,1,4,3,2
42,Female,Data Scientist,10736,4,2,7.1,7,163.1,9,8,3,3,1
33,Female,Data Scientist,11101,3,2,3.2,8,152.4,3,3,0,1,0
35,Female,Sales Executive,7586,4,3,2.1,7,173.3,1,0,4,5,0
43,Female,Software Engineer,8376,4,4,17.5,8,181.7,3,1,5,2,0
33,Male,Software Engineer,8685,4,2,9.1,5,149.1,1,1,5,1,0
36,Female,Sales Executive,7550,3,3,7.7,4,154.7,13,8,4,3,1
33,Male,Software Engineer,6579,1,2,15.6,4,120.0,3,3,4,4,1
33,Female,Software Engineer,9223,4,4,1.3,5,188.1,6,2,6,4,0
28,Male,Analyst,9190,3,2,7.2,3,151.0,5,2,4,4,0
34,Male,HR Specialist,6150,2,2,2.5,8,137.9,8,8,0,4,2
20,Male,Sales Executive,6349,4,2,17.1,5,158.6,0,0,6,4,0
43,Female,Manager,7939,3,3,16.9,4,171.7,16,5,4,1,1
41,Female,Data Scientist,6864,3,2,5.8,7,182.6,18,6,4,3,1
40,Male,Sales Executive,7601,3,2,1.9,6,221.1,4,3,6,4,1
43,Female,Analyst,7688,2,1,9.2,6,143.9,11,7,1,4,2
35,Female,Analyst,8102,2,4,4.5,7,174.0,11,8,2,3,1
35,Female,Software Engineer,9791,3,3,16.3,7,188.6,7,4,3,5,1
29,Male,Data Scientist,9490,3,4,32.2,8,151.2,6,5,4,4,1
40,Female,Data Scientist,8531,3,2,16.8,7,152.2,6,1,4,4,0
51,Male,Sales Executive,12766,4,4,24.4,3,165.4,8,8,1,4,1
27,Male,Software Engineer,7994,4,2,4.2,4,191.6,5,1,6,2,0
42,Male,Data Scientist,8427,4,3,1.0,8,192.7,8,8,0,2,1
31,Male,Data Scientist,8513,4,1,9.1,7,158.6,9,7,0,3,1
22,Male,Data Scientist,8163,4,4,17.5,4,157.8,0,0,0,4,0
37,Male,Analyst,7223,4,2,32.2,8,147.8,8,2,3,2,0
44,Female,Software Engineer,10680,4,2,14.0,6,147.0,3,3,3,3,0
32,Male,Software Engineer,8498,4,3,19.6,5,120.0,10,6,5,3,0
28,Male,Software Engineer,5591,3,3,11.7,6,158.0,2,1,0,3,0
28,Female,Analyst,7953,2,1,3.7,3,157.5,3,2,5,3,1
44,Male,Manager,7248,4,3,7.4,7,197.3,21,11,5,4,2
40,Male,Sales Executive,9963,3,4,4.9,4,187.1,1,1,2,3,0
33,Female,HR Specialist,7644,3,3,2.5,5,181.1,12,3,6,2,0
28,Male,HR Specialist,5562,2,1,8.3,6,213.7,7,0,0,4,1
48,Male,HR Specialist,8936,4,1,10.0,6,148.3,22,13,0,3,2
47,Male,Sales Executive,6640,3,3,10.1,2,174.0,24,23,5,3,2
37,Male,Manager,7217,4,1,4.3,5,172.9,14,4,0,2,1
20,Female,Analyst,7939,3,3,5.1,2,139.6,0,0,4,3,0
36,Male,Software Engineer,6006,4,4,31.9,3,168.3,14,6,0,4,1
31,Female,Data Scientist,5188,3,2,8.3,4,196.3,2,1,3,3,1
51,Male,Manager,8607,4,2,25.2,2,192.5,26,18,5,5,2
38,Male,Analyst,9978,3,2,3.2,6,178.3,7,6,4,5,1
25,Female,Sales Executive,6878,4,2,3.7,4,163.9,3,0,3,5,0
31,Male,Analyst,6869,3,3,16.9,2,189.6,1,1,0,3,0
23,Male,HR Specialist,5861,4,3,8.6,3,162.9,1,0,0,2,0
51,Female,Analyst,12669,3,3,16.8,4,152.2,12,3,3,3,0
38,Female,Analyst,9248,3,2,5.9,4,183.2,8,8,5,4,2
47,Male,HR Specialist,12305,4,3,9.6,6,156.3,15,1,1,3,0
29,Male,Sales Executive,8426,3,3,10.6,8,188.7,1,0,1,2,0
49,Female,Data Scientist,8700,3,3,5.6,4,157.7,4,2,5,3,0
28,Female,Data Scientist,8423,2,2,15.7,5,170.8,2,2,3,4,1
29,Female,Data Scientist,9618,3,3,2.4,5,173.7,4,3,1,2,0
42,Male,Sales Executive,9803,2,3,19.5,4,180.2,6,6,6,2,1
37,Male,Analyst,10319,3,3,9.0,4,132.8,4,3,5,2,0
38,Male,HR Specialist,6501,4,4,5.0,2,190.8,8,7,6,3,1
20,Female,Software Engineer,5343,3,3,5.7,6,157.8,0,0,2,3,0
20,Male,Manager,3324,2,1,15.2,8,146.2,0,0,3,2,1
36,Male,Analyst,10833,4,4,17.5,4,173.3,5,2,2,2,0
42,Male,Data Scientist,8934,4,2,17.2,6,186.5,8,5,4,2,1
29,Female,Analyst,4476,4,3,1.6,6,151.9,1,0,1,1,0
35,Male,HR Specialist,10695,4,3,9.6,2,133.4,4,3,3,1,0
36,Female,Data Scientist,9359,4,3,17.5,6,139.3,13,12,5,4,2
39,Female,HR Specialist,6936,4,2,10.9,8,138.8,1,0,6,3,0
36,Female,HR Specialist,7159,3,3,35.5,3,175.9,11,6,3,3,1
41,Female,Manager,9738,2,2,4.4,3,165.5,6,2,6,3,1
34,Female,Software Engineer,5806,4,3,12.5,4,156.8,11,7,0,3,1
43,Female,Software Engineer,6986,3,3,7.7,6,204.5,2,0,4,3,0
41,Male,HR Specialist,10843,2,2,25.0,6,171.9,4,1,2,5,1
25,Female,Analyst,5808,2,4,13.9,8,179.0,2,2,4,4,1
42,Male,Data Scientist,10343,1,2,8.5,6,198.5,15,10,5,3,2
20,Female,Data Scientist,8406,3,3,6.0,3,163.0,0,0,6,2,0
40,Male,Data Scientist,11322,4,3,5.3,8,192.2,2,0,1,4,0
33,Female,HR Specialist,8678,2,2,13.5,7,184.5,7,3,1,3,1
42,Male,Analyst,9554,2,2,2.4,6,165.1,0,0,0,3,0
44,Male,Data Scientist,10796,2,3,22.0,5,148.4,2,1,6,3,0
33,Female,Manager,7190,4,2,18.2,7,198.8,12,10,3,2,2
30,Female,Manager,6564,1,2,14.9,3,166.8,2,0,1,3,1
44,Female,Data Scientist,10891,4,3,5.9,7,197.8,21,7,0,4,1
38,Male,HR Specialist,11380,3,1,4.5,2,166.1,15,13,2,1,2
28,Male,HR Specialist,8551,3,3,1.8,6,200.7,0,0,3,3,0
39,Male,Software Engineer,9219,3,2,4.4,4,191.2,17,14,2,3,2
48,Male,Data Scientist,9033,4,2,7.2,7,152.2,18,17,5,1,2
36,Female,Sales Executive,11372,4,2,7.3,8,189.4,2,1,0,4,0
34,Male,HR Specialist,6000,3,3,15.8,7,166.1,0,0,1,2,0
35,Male,Manager,8549,3,4,8.1,6,170.8,3,2,0,4,0
32,Female,Sales Executive,6467,4,3,33.0,8,160.1,7,5,1,1,1
47,Male,Data Scientist,11689,3,4,1.1,3,165.9,23,20,4,3,2
27,Male,Sales Executive,6814,2,3,5.5,5,153.8,3,2,6,3,1
35,Female,Software Engineer,8350,4,2,13.7,6,184.8,6,0,0,3,0
37,Female,Data Scientist,8888,2,4,23.9,8,137.5,2,2,0,3,0
49,Female,Sales Executive,11062,4,3,14.6,2,168.4,7,1,0,2,0
33,Male,Software Engineer,7889,3,3,4.6,5,165.9,1,1,5,2,0
37,Female,Sales Executive,10156,1,3,1.4,5,177.3,2,2,3,3,1
39,Female,Sales Executive,7267,2,3,6.5,3,131.6,0,0,1,3,0
38,Male,Data Scientist,8952,3,4,8.4,4,165.4,4,1,4,4,0
46,Female,Data Scientist,12632,3,2,4.3,4,146.2,24,11,6,3,2
37,Female,HR Specialist,5328,2,3,1.1,2,163.1,7,5,5,1,1
35,Female,Software Engineer,10442,4,3,19.2,7,143.4,12,1,6,4,0
32,Male,Sales Executive,9915,4,1,7.6,3,170.5,8,4,1,4,1
34,Male,Sales Executive,6130,3,3,21.7,5,210.9,0,0,6,3,0
30,Female,Analyst,5326,4,2,17.7,5,210.2,7,7,5,2,2
24,Male,Manager,8106,2,3,7.1,6,120.0,2,0,1,3,0
44,Male,Data Scientist,10493,3,4,10.3,8,167.2,21,1,0,2,0
34,Female,Data Scientist,8820,1,1,2.4,2,145.0,0,0,4,5,1
46,Male,Software Engineer,10006,4,4,3.7,6,174.9,22,9,1,2,1
34,Female,Sales Executive,6315,2,3,7.1,4,159.6,4,0,1,5,0
26,Male,Data Scientist,8537,4,4,4.5,2,154.3,0,0,4,3,0
25,Female,Sales Executive,9074,3,3,5.0,3,193.8,0,0,0,2,0
22,Female,HR Specialist,4940,2,2,1.1,7,166.0,2,2,2,4,1
33,Male,Sales Executive,7939,4,3,1.0,7,160.7,7,3,5,2,0
40,Male,Software Engineer,10299,3,1,8.7,7,138.9,0,0,4,4,0
40,Male,Sales Executive,9720,4,1,9.4,8,184.3,3,3,6,4,1
35,Female,Analyst,8603,1,4,5.1,6,149.4,6,1,0,5,0
35,Female,Sales Executive,8313,3,1,4.9,8,168.8,1,0,1,3,0
23,Male,Manager,8458,1,4,5.3,6,208.5,2,0,4,3,1
39,Male,Manager,8800,1,3,18.7,8,188.7,3,0,0,2,1
31,Female,Data Scientist,9455,3,1,10.3,4,169.1,2,0,4,1,0
43,Male,Analyst,9462,3,2,2.4,3,174.8,8,8,1,3,2
35,Male,Data Scientist,8521,3,3,20.4,8,170.6,4,4,1,2,1
39,Female,Software Engineer,10377,2,2,2.8,7,128.4,8,0,4,3,0
26,Female,HR Specialist,6627,3,2,29.2,3,188.9,2,0,0,2,1
36,Male,HR Specialist,8267,3,2,7.2,2,167.4,13,11,6,2,2
31,Female,Analyst,8034,4,2,5.9,3,165.9,10,6,5,2,1
34,Female,Analyst,9135,3,2,5.2,7,181.8,1,1,6,5,0
40,Male,Software Engineer,7931,4,3,1.2,7,179.5,17,16,2,3,2
39,Male,HR Specialist,11406,3,3,15.1,6,120.0,6,2,4,4,0
44,Male,HR Specialist,11046,2,3,12.7,8,167.6,16,14,4,4,2
24,Male,Analyst,7776,4,1,3.2,7,142.1,3,1,4,2,0
51,Male,Manager,12286,3,3,5.1,6,120.0,15,0,3,3,0
45,Male,Analyst,9939,4,2,7.2,8,209.8,6,4,2,2,1
33,Male,Sales Executive,10168,3,2,11.2,7,188.7,2,1,4,2,0
20,Male,Sales Executive,5508,3,4,8.7,6,155.3,0,0,0,2,0
30,Female,Manager,7137,3,3,11.7,8,155.8,4,2,0,4,0
35,Male,Data Scientist,5525,3,2,4.9,7,182.6,8,3,4,4,1
25,Female,Sales Executive,5790,4,2,6.1,7,170.1,1,1,4,3,0
21,Female,Analyst,5283,4,3,6.7,5,179.7,0,0,1,5,0
28,Female,Analyst,7750,3,3,1.0,4,165.3,4,2,2,4,0
32,Male,Manager,7524,3,2,21.5,5,159.8,0,0,2,2,0
29,Female,Data Scientist,4804,2,3,12.6,8,120.0,7,3,0,4,1
37,Male,Data Scientist,7993,4,2,26.9,8,195.4,9,6,1,3,1
38,Female,Data Scientist,7049,4,4,5.5,3,148.1,2,0,5,5,0
38,Male,Manager,6312,2,4,17.8,3,145.3,12,11,0,1,2
39,Female,Manager,9274,1,3,1.0,2,183.3,15,11,2,4,2
40,Male,Data Scientist,8437,3,4,4.3,4,162.5,7,7,4,4,1
41,Male,HR Specialist,8390,2,2,14.4,6,168.9,7,4,1,3,1
39,Male,Analyst,8920,4,2,8.6,5,120.0,4,2,3,3,0
33,Female,Software Engineer,8434,3,3,9.3,8,186.1,7,1,0,3,0
36,Male,Analyst,6913,3,1,19.2,4,149.9,13,2,5,5,1
53,Male,Manager,8890,1,1,15.3,5,180.4,15,15,5,3,2
24,Male,Analyst,6329,2,2,6.3,8,134.6,0,0,1,1,0
39,Female,Sales Executive,10922,3,2,4.7,6,174.8,5,0,4,5,0
31,Female,Manager,5617,4,2,18.2,3,166.0,7,7,3,3,1
31,Male,Software Engineer,6139,3,2,38.0,4,147.8,9,2,3,3,1
41,Female,HR Specialist,7430,1,2,3.0,6,192.1,14,8,6,3,2
52,Female,Software Engineer,11140,3,4,2.7,3,141.8,19,1,3,3,0
38,Male,Data Scientist,10483,3,3,2.0,5,164.8,16,10,0,3,2
27,Male,Sales Executive,9776,4,4,16.6,2,186.6,2,0,3,3,0
26,Female,Analyst,7984,4,1,15.8,3,151.4,2,0,3,4,0
43,Male,Data Scientist,9214,4,2,9.4,2,183.6,20,11,2,4,2
38,Male,HR Specialist,8194,4,4,15.5,5,153.5,17,2,2,1,0
31,Male,Sales Executive,8227,3,3,10.0,2,172.7,3,1,6,4,0
46,Male,Manager,9691,4,2,12.4,5,151.2,5,2,2,5,0
33,Female,Analyst,7351,3,3,5.4,4,133.4,1,0,6,3,0
33,Male,Software Engineer,7361,2,4,3.5,8,166.4,9,8,6,2,1
37,Female,Software Engineer,8435,3,2,12.1,3,184.6,16,15,3,2,2
39,Female,Sales Executive,7756,2,2,24.7,4,139.9,4,2,1,3,1
32,Male,HR Specialist,9107,3,2,16.2,5,179.3,3,0,2,5,0
36,Male,Manager,6930,3,4,2.4,6,223.8,9,8,4,3,1
29,Female,HR Specialist,7297,4,2,26.1,2,121.3,8,0,4,2,0
40,Female,HR Specialist,7476,3,2,8.1,3,145.6,13,0,2,1,0
28,Female,Software Engineer,6083,2,2,8.2,5,168.6,1,1,0,3,1
38,Female,HR Specialist,10448,4,2,2.2,4,135.4,6,3,0,2,0
27,Male,Sales Executive,5306,1,3,9.4,3,134.5,2,2,3,4,1
35,Male,Analyst,6999,4,2,20.5,8,138.5,8,0,6,2,0
33,Female,Software Engineer,6375,3,3,10.4,6,210.7,13,8,0,5,2
57,Male,Analyst,13801,4,1,26.7,8,151.7,6,3,6,3,0
32,Female,HR Specialist,8938,3,4,4.7,6,199.2,6,5,0,4,1
29,Male,Analyst,7375,3,2,13.5,2,120.0,5,1,0,3,0
20,Male,Software Engineer,5622,3,3,16.7,2,145.8,0,0,5,4,0
26,Female,Software Engineer,5419,2,3,8.3,6,199.9,6,2,3,1,1
31,Male,Sales Executive,8802,1,3,4.9,8,161.4,6,4,2,3,1
30,Male,Manager,5532,4,4,4.6,7,165.0,1,1,4,5,0
47,Female,Data Scientist,11890,4,2,6.2,4,204.2,6,0,4,4,0
25,Male,Data Scientist,6515,3,3,16.5,4,182.6,3,3,4,1,1
43,Male,HR Specialist,7972,3,3,15.3,6,190.5,13,11,0,3,2
30,Female,HR Specialist,6802,3,2,4.8,7,165.6,7,1,2,2,0
45,Male,Software Engineer,7519,3,3,7.9,8,188.7,13,0,1,3,0
32,Female,Manager,7331,1,4,10.9,2,138.5,1,1,3,1,0
43,Female,Data Scientist,8547,4,3,7.0,5,138.8,10,6,3,1,0
26,Female,Manager,8133,1,3,11.7,8,156.8,5,0,6,5,1
48,Male,Data Scientist,9664,3,2,2.8,7,191.5,3,3,4,2,1
33,Female,HR Specialist,10376,4,2,12.7,5,216.1,12,5,2,3,1
42,Male,Software Engineer,10225,3,2,13.0,5,202.9,1,1,1,3,1
30,Male,Sales Executive,5874,3,1,13.3,4,142.2,0,0,4,3,0
54,Male,Manager,12226,4,4,17.5,7,161.2,1,0,5,1,0
42,Female,Software Engineer,9597,2,3,13.6,7,186.9,1,1,1,1,0
42,Female,Manager,9996,1,2,4.8,3,190.8,22,12,5,5,2
33,Male,Data Scientist,9763,4,2,5.7,3,169.1,2,1,6,3,0
31,Male,Software Engineer,6504,3,3,3.4,6,199.2,10,8,5,2,2
31,Female,Sales Executive,4936,3,2,3.2,5,167.3,7,4,3,1,1
32,Female,Sales Executive,9251,2,3,49.5,5,161.1,0,0,6,2,1
22,Female,Sales Executive,3797,4,2,8.8,3,181.8,1,1,2,5,0
33,Female,Analyst,6305,4,3,4.9,4,120.0,5,4,3,3,0
38,Male,Manager,9227,3,4,2.6,2,138.1,12,5,5,4,0
32,Female,Software Engineer,8266,4,2,5.2,8,180.6,6,1,0,3,0
35,Female,Sales Executive,10667,4,3,16.1,4,173.9,2,2,1,3,0
37,Male,Data Scientist,8685,2,4,6.2,5,203.5,12,1,5,2,0
40,Male,Software Engineer,6864,2,4,13.1,4,167.4,0,0,3,3,0
32,Female,Data Scientist,9793,3,3,8.4,7,178.0,2,2,4,3,0
20,Male,Manager,7587,3,4,14.6,4,206.6,0,0,6,5,0
20,Female,Manager,5243,2,3,8.2,6,191.0,0,0,0,4,1
33,Female,Data Scientist,7888,4,3,8.9,8,205.3,7,0,1,4,0
37,Male,Sales Executive,9125,3,2,7.4,3,149.5,13,10,5,3,2
36,Male,HR Specialist,8693,3,3,11.1,8,173.7,8,8,5,2,1
46,Male,Manager,7831,3,2,1.0,3,137.5,9,2,1,4,0
28,Male,Software Engineer,5526,3,2,8.0,2,148.2,4,4,1,2,1
38,Female,Analyst,8259,2,3,11.3,5,162.6,2,1,2,4,0
41,Male,Software Engineer,11157,1,4,17.3,5,210.5,16,9,5,3,2
30,Male,Software Engineer,6285,3,2,4.8,3,163.1,3,3,6,3,1
34,Female,Software Engineer,10908,3,4,11.4,5,152.0,12,9,6,5,1
38,Male,Software Engineer,11173,3,2,4.4,3,154.0,9,5,6,3,1
45,Female,HR Specialist,10022,2,2,4.4,7,156.9,2,1,2,3,0
37,Male,Data Scientist,10931,3,4,4.8,5,220.8,5,4,6,3,1
26,Male,Sales Executive,8710,4,3,22.9,5,200.6,3,1,2,4,0
42,Male,HR Specialist,7274,3,3,10.0,2,214.3,12,11,5,1,2
36,Male,Manager,10826,1,3,11.2,2,162.0,1,1,2,3,1
38,Male,Manager,8015,3,4,16.1,8,203.9,0,0,4,4,0
